,Award Mean,Award Sum,Company Count,Year,city_state,creative_employees,creative_establishments,empowerment_zone,median_household_income,performance_amount,performance_count,recipient_amount,recipient_count,regular_employees,regular_establishments,total_earned_bachelor,total_earned_graduate_degree,total_foreign,total_less_than_bachelor,total_native,total_population,Score_invented,Score_assigned,percent_creative_class,scaled_perc_creative_class,creative_establishment_ratio,company_count_perc,percent_bachelors,percent_graduate,percent_foreign_born,scaled_population,recipient_mean,performance_mean,Patents,inventor_patents
416,0.0,0.0,0.0,2002,moline_il,1508.0,308.0,1,39363.0,0.0,0.0,0.0,0.0,35102.0,3468.0,4368.0,1981.0,3096.0,26918.0,40621.0,43768.0,2.95028356635,3.62997196769,0.0411909314395,0.0432837467163,0.0815677966102,0.0,0.131301289566,0.059548501518,0.0707366112228,10.6866582357,0.0,0.0,193,13
417,294829.5,589659.0,2.0,2002,milwaukee_wi,136283.0,4078.0,1,32216.0,325714.8,5.0,309634273.94,2057.0,408975.0,37983.0,48912.0,21646.0,46122.0,355267.0,550834.0,596974.0,3.67929446313,3.71649882163,0.249942229183,0.330149049348,0.0969544233375,4.75499869238e-05,0.11486408736,0.0508330887102,0.0772596461487,13.2996288403,150527.114215,65142.96,189,165
418,68390.0,68390.0,1.0,2002,lakeforest_ca,2838.0,462.0,0,67967.0,0.0,0.0,43555917.0,162.0,35764.0,5523.0,9427.0,3748.0,12423.0,29805.0,46383.0,58707.0,3.52858316274,3.65017069389,0.0735195067613,0.0776443875582,0.0771929824561,0.000167084377611,0.219334574221,0.0872033503955,0.211610199806,10.9803142491,268863.685185,0.0,188,122
419,212165.68254,13366438.0,63.0,2002,rockville_md,12222.0,2452.0,0,68074.0,54223665.14,102.0,2734661301.52,8281.0,94884.0,11160.0,8531.0,9560.0,14644.0,18145.0,32613.0,47388.0,4.04480030988,3.95070766099,0.114111254271,0.132158796722,0.180135174846,0.00462826917426,0.235428855282,0.263826029363,0.309023381447,10.7661243111,330233.220809,531604.560196,186,312
420,215540.466667,3233107.0,15.0,2002,columbus_oh,37193.0,6510.0,1,37897.0,5707772.13,22.0,1120060749.34,2711.0,752938.0,52076.0,99784.0,41187.0,47713.0,398911.0,663931.0,711470.0,3.88014274557,3.78528625246,0.0470719412351,0.0639234798239,0.1111186973,0.000256033864746,0.184825572996,0.076288892758,0.0670625606139,13.4750885312,413154.094187,259444.187727,186,258
421,209683.621622,15516588.0,74.0,2002,albuquerque_nm,58820.0,6810.0,1,38272.0,22198878.6,54.0,2587202390.09,3441.0,391596.0,41484.0,56088.0,39333.0,39762.0,243800.0,408865.0,448607.0,3.87184169033,3.75443816027,0.130590387553,0.170001611628,0.141011305752,0.00153228144283,0.165343537104,0.115950958225,0.0886343726246,13.013902505,751875.149692,411090.344444,180,287
422,193956.3,1939563.0,10.0,2002,denver_co,139067.0,11061.0,1,39500.0,13300017.35,81.0,339901452.22,2436.0,864082.0,69945.0,89851.0,46781.0,96601.0,297244.0,458035.0,554636.0,3.73921778665,3.75390176212,0.138630452704,0.191568634438,0.136545441078,0.000123447645853,0.207089122238,0.107821128617,0.174170086327,13.2260673217,139532.615854,164197.745062,179,175
423,229851.8,1149259.0,5.0,2002,toledo_oh,73638.0,2150.0,0,32546.0,0.0,0.0,34715597.39,378.0,248007.0,19446.0,25199.0,10849.0,9475.0,195523.0,304112.0,313619.0,3.45180634014,3.65293996605,0.228941845824,0.290325818964,0.0995554732358,0.000231524356362,0.108817598058,0.0468495623373,0.0302118175238,12.6559341524,91840.2047354,0.0,177,90
424,218882.111111,1969939.0,9.0,2002,marlborough_ma,3426.0,357.0,0,56879.0,4205984.0,4.0,270262436.53,340.0,35121.0,3172.0,6262.0,3363.0,5857.0,18259.0,30398.0,36255.0,3.69142578251,3.8095387606,0.0888785119465,0.0938524517064,0.10116180221,0.00255029753471,0.224573231961,0.120606799598,0.161550131016,10.4983325818,794889.519206,1051496.0,175,111
425,0.0,0.0,0.0,2002,rahway_nj,0.0,84.0,1,50729.0,0.0,0.0,0.0,0.0,5097.0,1026.0,2534.0,1021.0,4553.0,16616.0,21947.0,26500.0,2.64052809085,3.70615165487,0.0,0.0,0.0756756756757,0.0,0.125625898567,0.0506172227455,0.171811320755,10.184900012,0.0,0.0,175,11
426,204286.36,20428636.0,100.0,2002,boulder_co,12328.0,2757.0,0,44748.0,20448146.22,89.0,292098962.82,2824.0,171762.0,18544.0,23684.0,17332.0,10829.0,39688.0,83681.0,94673.0,4.22614386366,3.93676411805,0.0669672442827,0.081185595972,0.129430543167,0.00469461527628,0.293467486122,0.214760111023,0.114383192674,11.4581841276,103434.476919,229754.45191,172,536
427,127129.666667,1906945.0,15.0,2002,menlopark_ca,8256.0,628.0,0,84609.0,584837.06,5.0,87943269.0,484.0,48425.0,4278.0,7257.0,6973.0,7006.0,9928.0,23780.0,30785.0,4.66488740096,4.17365122627,0.145657274925,0.159424718058,0.128006522625,0.00305748063596,0.300397383889,0.288641443828,0.227578366087,10.3347828373,181700.969008,116967.412,170,1010
428,318677.363636,3505451.0,11.0,2002,greensboro_nc,11174.0,2455.0,0,39661.0,1795.32,2.0,91888821.02,536.0,211026.0,22283.0,36586.0,15437.0,18146.0,121421.0,205153.0,223891.0,3.54857303139,3.66254297533,0.0502880288029,0.061911267636,0.0992400355728,0.00044466003719,0.210938400867,0.089002790526,0.0810483672859,12.3189146053,171434.367575,897.66,164,133
429,70000.0,70000.0,1.0,2002,bocaraton_fl,18602.0,3352.0,0,60248.0,627000.0,3.0,128983484.03,459.0,175864.0,21045.0,15540.0,9441.0,13601.0,36440.0,61993.0,74764.0,3.73041273858,3.66633478979,0.0956568243292,0.116491001383,0.137393941878,4.0988646145e-05,0.253007928884,0.153709643282,0.181919105452,11.2220917647,281009.769129,209000.0,162,220
430,410558.0,2052790.0,5.0,2002,norcross_ga,3452.0,338.0,0,44728.0,7312000.0,12.0,187007041.6,859.0,27556.0,3539.0,971.0,288.0,3486.0,5193.0,4872.0,8410.0,3.70574917548,3.71028181985,0.111326109391,0.115133468062,0.0871808099046,0.00128965695125,0.150495970242,0.0446373217607,0.414506539834,9.03717675297,217703.191618,609333.333333,160,156
431,86204.6,431023.0,5.0,2002,danbury_ct,5630.0,824.0,0,53664.0,0.0,1.0,70410921.62,791.0,78235.0,6359.0,9522.0,5003.0,20241.0,44210.0,54607.0,74848.0,3.7378124835,3.7052958655,0.0671316997556,0.0761069639363,0.114715300014,0.000696087985521,0.162117987571,0.085179194688,0.27042806755,11.2232146694,89015.0715803,0.0,158,174
432,0.0,0.0,0.0,2002,duncan_ok,0.0,170.0,1,30373.0,0.0,0.0,0.0,0.0,4869.0,1230.0,2236.0,887.0,592.0,14025.0,21887.0,22505.0,4.18579342429,4.11453780314,0.0,0.0,0.121428571429,0.0,0.130394215069,0.051726148822,0.0263052654966,10.0214927857,0.0,0.0,157,142
433,235211.058824,23991528.0,102.0,2002,tucson_az,20074.0,5638.0,1,30981.0,54856996.85,72.0,2768408680.81,2568.0,383249.0,41117.0,45808.0,27445.0,69476.0,294604.0,417115.0,486699.0,4.05145075967,3.805360081,0.0497715230721,0.0642425586087,0.120586033579,0.00218158485723,0.124526650302,0.0746077959642,0.142749420073,13.0954011412,1078040.76356,761902.734028,157,482
434,210280.0,3154200.0,15.0,2002,portland_or,29366.0,8963.0,1,40146.0,1122698.71,23.0,388002854.41,2753.0,471783.0,64380.0,83207.0,41748.0,68976.0,292832.0,460049.0,529121.0,4.48272587987,3.94847707367,0.0585973433051,0.0769070134011,0.122206618219,0.000204518495289,0.19916129511,0.0999265175795,0.130359596387,13.1789724181,140938.196299,48812.9873913,154,1154
435,83682.9,836829.0,10.0,2002,plano_tx,9026.0,1882.0,0,78722.0,4899539.0,5.0,160571816.74,699.0,147065.0,23879.0,53053.0,25544.0,37923.0,80284.0,184378.0,222030.0,4.23725209361,3.84410692275,0.0578252429672,0.0691485499491,0.0730561701797,0.000388183688521,0.333916579075,0.160774416072,0.170801243075,12.3105677869,229716.476023,979907.8,153,732
436,86405.5,172811.0,2.0,2002,richmond_va,67401.0,2842.0,0,31121.0,140145.52,12.0,92307405.0,1398.0,294046.0,23095.0,27133.0,14087.0,7643.0,113323.0,190147.0,197790.0,3.61737159897,3.85670966511,0.186475472199,0.238648898165,0.109573196592,7.71099201912e-05,0.175569259041,0.0911526241887,0.0386419940341,12.1949611408,66028.1866953,11678.7933333,150,144
437,203969.913043,4691308.0,23.0,2002,raleigh_nc,24220.0,4588.0,0,46612.0,1023893.22,8.0,117340127.81,1087.0,367685.0,36816.0,59853.0,25543.0,32410.0,133592.0,244169.0,276093.0,4.32719959178,3.91705501867,0.0618006914941,0.0795917184681,0.110810549705,0.000555501883876,0.273316346101,0.116641094489,0.117387981586,12.5284930445,107948.599641,127986.6525,149,694
438,334204.0,668408.0,2.0,2002,kalamazoo_mi,2863.0,835.0,0,31189.0,0.0,0.0,38543977.0,301.0,76245.0,6463.0,8824.0,5843.0,4013.0,46737.0,73079.0,77145.0,3.70861804852,3.75822415384,0.0361910299843,0.0408183039226,0.114414908194,0.000274047684297,0.143703993225,0.0951566673181,0.0520189254002,11.2534420469,128053.079734,0.0,148,137
439,330327.3,3303273.0,10.0,2002,sanantonio_tx,113595.0,9853.0,1,36214.0,77382587.04,65.0,1852992323.36,5910.0,800555.0,83012.0,101649.0,55494.0,133675.0,661784.0,1010879.0,1144646.0,3.79246023941,3.75479953038,0.124262976536,0.170560254406,0.106100253056,0.000107683196037,0.124124616724,0.067764281798,0.116782830674,13.9506059769,313535.080095,1190501.33908,145,201
440,148000.0,296000.0,2.0,2002,roundrock_tx,972.0,330.0,0,60354.0,1268055.52,29.0,811345351.38,8157.0,30232.0,4604.0,9100.0,3353.0,5562.0,28690.0,54845.0,61136.0,4.05468157824,3.7425516526,0.031149852583,0.0322348068412,0.0668828536684,0.000405350628293,0.22117978757,0.0814962448047,0.0909774928029,11.0208561697,99466.145811,43726.0524138,144,448
441,437245.6,2186228.0,5.0,2002,melbourne_fl,6018.0,1139.0,0,34571.0,10579810.0,6.0,814458899.0,881.0,70068.0,7753.0,7319.0,3791.0,5593.0,45503.0,65778.0,71382.0,3.51747248223,3.57812544556,0.0790947086192,0.0888994433967,0.128092667566,0.000562303193882,0.129281260488,0.0669634182962,0.0783530862122,11.1758010157,924470.940976,1763301.66667,144,133
442,212577.2,2125772.0,10.0,2002,miami_fl,133475.0,11585.0,1,23483.0,1896580.25,25.0,286217252.87,2426.0,667282.0,52659.0,23106.0,19517.0,215739.0,241171.0,146824.0,362470.0,3.56686210894,3.60006822849,0.16668602335,0.226581525633,0.180328124027,0.000155656559367,0.0814182118015,0.0687717146945,0.595191326179,12.8006969912,117979.081974,75863.21,142,151
443,404130.0,2828910.0,7.0,2002,nashua_nh,2676.0,860.0,0,51969.0,1799606.22,6.0,287242504.22,595.0,63640.0,7525.0,12672.0,6566.0,8778.0,45984.0,77827.0,86605.0,3.97854810725,3.80913021242,0.04035225285,0.0447998235801,0.102564102564,0.000834824090638,0.194290270154,0.100671552544,0.1013567346,11.3691128296,482760.511294,299934.37,133,233
444,0.0,0.0,0.0,2002,warsaw_in,768.0,159.0,1,36564.0,0.0,0.0,0.0,0.0,11193.0,1620.0,849.0,579.0,866.0,7676.0,11418.0,12415.0,3.50392535681,3.75911614825,0.0642086782042,0.0602881389222,0.0893760539629,0.0,0.093255711775,0.0635984182777,0.0697543294402,9.42666069794,0.0,0.0,132,80
445,0.0,0.0,0.0,2002,carrollton_tx,4290.0,662.0,1,62406.0,0.0,0.0,0.0,0.0,80253.0,8922.0,19940.0,6800.0,21796.0,52026.0,87419.0,109576.0,3.83238766372,3.82844675371,0.0507434086796,0.057568476102,0.0690734557596,0.0,0.253154914557,0.0863316659472,0.198912170548,11.6043736514,0.0,0.0,131,106
446,255000.0,1020000.0,4.0,2002,omaha_ne,67945.0,3510.0,1,40006.0,442976.64,14.0,202742833.1,1544.0,322409.0,35651.0,53622.0,22436.0,25687.0,214354.0,364425.0,390007.0,3.4947099736,3.55325691264,0.174059955835,0.224098873792,0.0896299890197,0.000102142437629,0.184641130532,0.0772557607812,0.0658629204091,12.8739199667,131310.125065,31641.1885714,129,133
447,0.0,0.0,0.0,2002,spartanburg_sc,1768.0,804.0,1,28735.0,0.0,0.0,0.0,0.0,26889.0,4804.0,4226.0,2648.0,1301.0,22889.0,38106.0,39673.0,3.44234687553,3.60089218532,0.0616952228077,0.0633187512303,0.143366619116,0.0,0.141988374828,0.0889695259214,0.0327930834573,10.5884261345,0.0,0.0,125,87
448,0.0,0.0,0.0,2002,desplaines_il,4091.0,586.0,1,53638.0,0.0,0.0,0.0,0.0,51497.0,5959.0,7275.0,3400.0,14010.0,35150.0,44685.0,58720.0,3.3386927624,3.51576622805,0.073595020508,0.0804078780991,0.0895339954163,0.0,0.15875613748,0.0741953082379,0.238589918256,10.9805356633,0.0,0.0,125,72
449,382420.555556,3441785.0,9.0,2002,newportbeach_ca,12256.0,3113.0,0,83455.0,219688.0,1.0,97872624.06,454.0,104287.0,19014.0,21335.0,11801.0,7505.0,25764.0,62517.0,70032.0,3.66889930133,3.61323329481,0.105162901247,0.122683204466,0.140687847426,0.000406742893298,0.362224108659,0.200356536503,0.107165295865,11.1567075594,215578.467093,219688.0,124,152
450,197360.333333,592081.0,3.0,2002,emeryville_ca,3580.0,377.0,0,45359.0,-35250.0,2.0,33777451.0,149.0,17550.0,1885.0,1781.0,1322.0,1925.0,3049.0,4957.0,6882.0,3.2461546811,3.70688830898,0.169427354472,0.168723368746,0.166666666667,0.00132625994695,0.289499349805,0.21488946684,0.27971519907,8.83666458636,226694.302013,-17625.0,123,27
451,0.0,0.0,0.0,2002,memphis_tn,79040.0,4527.0,1,32285.0,0.0,0.0,0.0,0.0,572852.0,44543.0,57343.0,31146.0,26075.0,380257.0,623770.0,650100.0,3.71873151526,3.72135608029,0.121247077737,0.16232115225,0.0922559608722,0.0,0.12233277724,0.0664453670005,0.0401092139671,13.3848814762,0.0,0.0,122,137
452,0.0,0.0,0.0,2002,hillsboro_or,652.0,582.0,1,51737.0,0.0,0.0,0.0,0.0,29371.0,4578.0,9326.0,4218.0,12612.0,36618.0,57271.0,70186.0,4.04456798036,3.72347059609,0.0217166838757,0.0223892909099,0.112790697674,0.0,0.185917626889,0.0840875563175,0.17969395606,11.1589041399,0.0,0.0,122,418
453,112703.0,563515.0,5.0,2002,louisville_co,1170.0,286.0,0,69945.0,652450.0,1.0,6760495.0,60.0,13357.0,2230.0,4861.0,2739.0,1091.0,5815.0,17777.0,18937.0,3.60289224401,3.68070396489,0.080539684725,0.0771873352452,0.113672496025,0.00198728139905,0.362355572121,0.204174431606,0.0576120821672,9.84887295926,112674.916667,652450.0,120,132
454,265195.818182,5834308.0,22.0,2002,ithaca_ny,1512.0,413.0,0,21441.0,0.0,0.0,16485816.0,137.0,20107.0,3020.0,4416.0,3537.0,4650.0,18511.0,24356.0,29287.0,3.69912356454,3.65334741919,0.0699384800407,0.0698078897684,0.120302942033,0.006408389164,0.166868198307,0.133653264813,0.15877351726,10.2848990105,120334.423358,0.0,118,175
455,0.0,0.0,0.0,2002,fostercity_ca,488.0,168.0,1,95279.0,0.0,0.0,0.0,0.0,13089.0,1838.0,7934.0,5185.0,10141.0,9609.0,18662.0,28803.0,4.25463304651,3.89161199475,0.0359431391324,0.0342039673141,0.0837487537388,0.0,0.349084829285,0.228132699754,0.352081380412,10.2682348274,0.0,0.0,115,454
456,269887.0,1349435.0,5.0,2002,pleasanton_ca,7158.0,941.0,0,90859.0,0.0,0.0,27081057.68,324.0,75120.0,8182.0,13766.0,6700.0,9057.0,25320.0,54512.0,63654.0,4.23830921251,3.83933608706,0.0869977393714,0.0984628150676,0.103145894991,0.000548065329387,0.300659590268,0.1463329402,0.142284852484,11.0612174457,83583.511358,0.0,114,534
457,92765.6666667,278297.0,3.0,2002,livermore_ca,1482.0,320.0,0,75322.0,0.0,0.0,52067690.0,183.0,31283.0,4264.0,9751.0,5477.0,8952.0,37506.0,64484.0,73345.0,4.10791982344,3.79805926422,0.0452311918205,0.0470273955028,0.0698080279232,0.00065445026178,0.184909166761,0.103860886714,0.122053309701,11.2029296149,284522.896175,0.0,113,367
458,375000.0,750000.0,2.0,2002,holland_mi,1044.0,190.0,0,42291.0,0.0,0.0,90130242.04,854.0,20222.0,2425.0,4071.0,1810.0,3769.0,20104.0,31442.0,35048.0,3.77420643071,3.70031158579,0.0490924480391,0.0489199608992,0.0726577437859,0.000764818355641,0.156667308062,0.0696555705215,0.10753823328,10.4644738295,105538.925105,0.0,112,178
459,326459.411765,5549810.0,17.0,2002,scottsdale_az,24366.0,3133.0,0,57484.0,3682970.0,5.0,752641718.69,1088.0,321162.0,32941.0,46292.0,22296.0,19302.0,95218.0,183442.0,202705.0,3.85292604055,3.64564455393,0.0705181635063,0.0899306077831,0.0868492543106,0.000471253534402,0.28260259087,0.136112230321,0.095222120816,12.2195069991,691766.285561,736594.0,112,264
460,0.0,0.0,0.0,2002,lakeforest_il,1788.0,304.0,1,136462.0,0.0,0.0,0.0,0.0,14129.0,2666.0,5319.0,4321.0,1298.0,4823.0,18720.0,20059.0,3.32544208809,3.58257112374,0.112332726016,0.108683518772,0.102356902357,0.0,0.367766023647,0.298762359123,0.064709108131,9.90643320982,0.0,0.0,111,55
461,93764.0,656348.0,7.0,2002,thousandoaks_ca,4928.0,1712.0,0,76815.0,350000.0,4.0,80964399.73,280.0,83657.0,12839.0,21625.0,12262.0,18165.0,52789.0,98560.0,117005.0,3.96935736682,3.8023489803,0.0556301856974,0.0633723377852,0.117655143976,0.000481066593361,0.249492362361,0.141469380221,0.155249775651,11.6699719479,289158.570464,87500.0,110,278
462,254449.761905,5343445.0,21.0,2002,sanmateo_ca,7320.0,1404.0,0,64757.0,0.0,0.0,7872921.0,71.0,83557.0,11086.0,17902.0,8836.0,27864.0,46884.0,64508.0,92482.0,4.35643547269,3.92834032534,0.0805484335971,0.0919642588017,0.112409927942,0.00168134507606,0.243161011654,0.120018472739,0.301291062045,11.43476931,110886.211268,0.0,109,550
463,98900.0,98900.0,1.0,2002,hartford_ct,90617.0,1772.0,0,24820.0,988390.37,9.0,110247873.0,303.0,168400.0,10682.0,5958.0,3731.0,22671.0,75376.0,98907.0,121578.0,2.99040425534,3.40775401025,0.34984962377,0.436075275453,0.142283603661,8.02954873936e-05,0.0700405572209,0.0438605772057,0.186472881607,11.7083113111,363854.366337,109821.152222,105,25
464,84922.5,339690.0,4.0,2002,sanramon_ca,5528.0,654.0,0,95856.0,254253.25,1.0,101215102.25,402.0,47537.0,6500.0,11291.0,5130.0,7308.0,16419.0,37169.0,44722.0,3.8537323463,3.66704346312,0.104174126072,0.113333874209,0.0914173888734,0.000559127760693,0.343818514007,0.156211936663,0.163409507625,10.7082208295,251778.861318,254253.25,102,219
465,252653.758621,7326959.0,29.0,2002,albany_ny,62044.0,1580.0,1,30041.0,2000000.0,5.0,47609101.4,504.0,117743.0,10111.0,12376.0,9238.0,8222.0,55176.0,87436.0,95658.0,3.35339001339,3.54226276691,0.345097253973,0.417551392024,0.135146694038,0.00248054058678,0.161166818596,0.120302122672,0.0859520374668,11.4685346096,94462.5027778,400000.0,100,82
466,233006.181818,2563068.0,11.0,2002,losaltos_ca,1702.0,494.0,0,126740.0,0.0,0.0,2381789586.6,30.0,12670.0,4082.0,7425.0,7218.0,4857.0,6424.0,22728.0,27693.0,4.6555450595,4.01627726999,0.118424714723,0.113368419331,0.107954545455,0.00240384615385,0.352446954953,0.342621161058,0.175387281985,10.2289349527,79392986.22,0.0,99,1058
467,69965.0,69965.0,1.0,2002,plymouth_mi,1238.0,308.0,0,51535.0,0.0,0.0,4392022.0,83.0,7924.0,1640.0,1837.0,1096.0,343.0,4495.0,8827.0,9022.0,3.44791699104,3.46042025421,0.135123335516,0.123270583724,0.158110882957,0.000513347022587,0.247307485191,0.147549811524,0.0380181777876,9.10742131797,52915.9277108,0.0,99,121
468,184876.909091,4067292.0,22.0,2002,gainesville_fl,6016.0,1350.0,0,28164.0,261473.0,5.0,30320930.0,255.0,65631.0,9811.0,13574.0,11579.0,8320.0,53522.0,87285.0,95447.0,3.63415828935,3.58590388569,0.0839672282161,0.093871217885,0.120956903503,0.00197114953857,0.172532570702,0.147175087385,0.0871687952476,11.4663263986,118905.607843,52294.6,98,151
469,63843.0,63843.0,1.0,2002,chandler_az,2224.0,638.0,0,58416.0,5738567.4,8.0,87467365.96,216.0,48721.0,9375.0,25097.0,11482.0,22785.0,87290.0,153553.0,176581.0,4.07853456898,3.71556013176,0.0436549219747,0.0473153954697,0.063717167682,9.98701687806e-05,0.202609208115,0.0926947016606,0.12903426756,12.0815349736,404941.509074,717320.925,96,456
470,0.0,0.0,0.0,2002,grandrapids_mi,12361.0,2071.0,1,37224.0,0.0,0.0,0.0,0.0,199049.0,15739.0,20572.0,9569.0,20814.0,114271.0,177032.0,197800.0,3.59935563209,3.49827792871,0.0584693250083,0.0716924824229,0.116282987086,0.0,0.142453535717,0.0662618064981,0.105227502528,12.1950116982,0.0,0.0,96,154
471,288374.592593,7786114.0,27.0,2002,gaithersburg_md,8080.0,922.0,0,59879.0,1192766.44,14.0,1836179299.74,4289.0,46133.0,6566.0,9938.0,7050.0,18084.0,22567.0,34696.0,52613.0,3.90476932139,3.70453999078,0.149041742755,0.16246557499,0.12313034188,0.00360576923077,0.251245101757,0.178232840349,0.343717332218,10.8707185165,428113.616167,85197.6028571,96,223
472,265433.181818,2919765.0,11.0,2002,richardson_tx,15656.0,1286.0,0,62392.0,293371.0,2.0,374463618.0,535.0,74324.0,12246.0,20287.0,10008.0,17274.0,38565.0,74361.0,91802.0,3.99084660994,3.66315090235,0.173994220938,0.198481170648,0.0950339934969,0.000812887969258,0.294612256753,0.145338367703,0.188165835167,11.4273893629,699931.996262,146685.5,96,373
473,268889.605263,20435610.0,76.0,2002,santabarbara_ca,9365.0,1958.0,0,47498.0,9770186.25,39.0,120734292.73,640.0,98052.0,13437.0,15967.0,9601.0,23332.0,48454.0,68864.0,92325.0,3.85378512035,3.61279487938,0.0871835929136,0.100997604226,0.127184150698,0.00493666774927,0.215706141417,0.129704682392,0.252715949093,11.4330702397,188647.332391,250517.596154,95,246
474,100000.0,100000.0,1.0,2002,syracuse_ny,9710.0,2009.0,1,25000.0,2473437.2,6.0,319386212.13,690.0,179850.0,12796.0,13317.0,9614.0,11214.0,87668.0,136112.0,147306.0,3.35805164883,3.39714925419,0.051223886896,0.0622496281424,0.135697399527,6.75447483958e-05,0.120407960289,0.0869266449064,0.0761272453261,11.9002673348,462878.568304,412239.533333,93,69
475,275144.636364,6053182.0,22.0,2002,birmingham_al,21313.0,3240.0,1,26735.0,1381781.48,14.0,374287949.56,1463.0,311040.0,21983.0,20525.0,10375.0,5124.0,151363.0,237948.0,242820.0,3.60790515704,3.56856244552,0.0641275992695,0.0815315279014,0.128454188637,0.000872219799389,0.112611994755,0.0569232372999,0.0211020509019,12.4000757071,255835.919043,98698.6771429,90,128
476,240218.0,2882616.0,12.0,2002,tempe_az,11426.0,2051.0,0,42361.0,595062.0,4.0,667032906.5,2135.0,155695.0,17154.0,27340.0,14010.0,20422.0,86029.0,138004.0,158625.0,3.77675453124,3.53599308895,0.0683696244039,0.0822245467889,0.106795105441,0.000624837281958,0.214635065435,0.109986732507,0.128743892829,11.974298205,312427.590867,148765.5,90,256
477,0.0,0.0,0.0,2002,alpharetta_ga,14828.0,912.0,1,71207.0,0.0,0.0,0.0,0.0,147393.0,8672.0,9347.0,4100.0,4037.0,11643.0,30574.0,34854.0,4.10092184768,3.82159620536,0.0914061681287,0.10965737375,0.0951585976628,0.0,0.372538860104,0.163411717816,0.1158260171,10.4589231872,0.0,0.0,90,328
478,100000.0,300000.0,3.0,2002,alameda_ca,5340.0,522.0,0,56285.0,6799675.78,35.0,12274799.17,196.0,38008.0,5245.0,14710.0,7908.0,18830.0,34354.0,53429.0,72259.0,3.71272708086,3.62432238387,0.123189074467,0.131529170002,0.090514999133,0.000520201144443,0.258197009057,0.138805027031,0.260590376285,11.1880121657,62626.5263776,194276.450857,89,149
479,90300.0,90300.0,1.0,2002,solon_oh,2826.0,286.0,0,78903.0,0.0,0.0,40642403.0,241.0,26675.0,2773.0,4157.0,3094.0,1879.0,7882.0,19923.0,21802.0,3.31380919484,3.43063999884,0.0957933629368,0.0985922480513,0.0934946060804,0.000326904217064,0.274697680566,0.204453842596,0.0861847536923,9.98975698769,168640.676349,0.0,88,75
480,417454.75,1669819.0,4.0,2002,tampa_fl,89304.0,7081.0,1,34415.0,1347491.65,12.0,243153570.09,2099.0,527614.0,41236.0,34680.0,18486.0,37027.0,175720.0,266485.0,303447.0,3.60008480554,3.56894426279,0.14475829851,0.192998876893,0.146552973074,8.278659685e-05,0.151516475451,0.0807650970352,0.122021308499,12.6229622449,115842.577461,112290.970833,87,106
481,226583.142857,23791230.0,105.0,2002,huntsville_al,30238.0,2359.0,0,41074.0,151419150.44,343.0,2347364184.8,7511.0,254894.0,17739.0,25856.0,13419.0,7780.0,82214.0,150119.0,158216.0,3.44676296518,3.48906369416,0.106049128123,0.133205208004,0.11737486317,0.00522440043785,0.212825852546,0.110454444435,0.0491732820954,11.971716467,312523.523472,441455.249096,87,101
482,206204.6,1031023.0,5.0,2002,fortcollins_co,5046.0,1436.0,0,44459.0,2230627.04,13.0,57665565.27,595.0,82848.0,13235.0,22800.0,12462.0,6269.0,57932.0,112171.0,118652.0,4.20391476476,3.72279207544,0.0574100621203,0.0653549649619,0.0978801717674,0.000340808397519,0.244650943194,0.133721055004,0.0528351818764,11.683950118,96916.9164202,171586.695385,86,615
483,0.0,0.0,0.0,2002,minnetonka_mn,5850.0,850.0,1,69979.0,0.0,0.0,0.0,0.0,68608.0,6771.0,13260.0,6171.0,2941.0,19977.0,48358.0,51301.0,3.83105865529,3.70397453257,0.0785677831798,0.0881372644296,0.111533919433,0.0,0.336479902558,0.156592570037,0.0573283171868,10.8454655241,0.0,0.0,85,164
484,424544.5,849089.0,2.0,2002,providence_ri,74262.0,2769.0,1,26867.0,105884.0,5.0,50061297.0,484.0,192318.0,16642.0,15431.0,11110.0,43947.0,101857.0,129671.0,173618.0,3.6726998036,3.60717709994,0.278573036237,0.348033263483,0.142651074133,0.00010303436196,0.120180999704,0.0865278275363,0.253124676013,12.0646127625,103432.431818,21176.8,85,97
485,0.0,0.0,0.0,2002,westlake_oh,6802.0,410.0,1,64963.0,0.0,0.0,0.0,0.0,42628.0,4451.0,6671.0,4099.0,2673.0,13845.0,29183.0,31719.0,3.28154764088,3.41257493444,0.137608739632,0.148731830282,0.0843447850237,0.0,0.271013609588,0.166524476945,0.0842712569753,10.3646711494,0.0,0.0,82,55
486,168451.416667,6064251.0,36.0,2002,coloradosprings_co,13423.0,4541.0,0,45081.0,159805702.91,112.0,420922339.74,992.0,328398.0,37391.0,51682.0,28145.0,25264.0,185586.0,335534.0,360890.0,3.82283629471,3.51834505268,0.0392690911325,0.0500368427645,0.108294381379,0.00085853286273,0.194722941227,0.106042281275,0.0700047105766,12.7963284817,424316.874738,1426836.63313,82,316
487,0.0,0.0,0.0,2002,corona_ca,4182.0,455.0,1,59615.0,0.0,0.0,0.0,0.0,49133.0,6641.0,11734.0,4710.0,26705.0,66726.0,98230.0,124966.0,3.2844934897,3.27206791183,0.0784394635656,0.0853733003304,0.0641206313416,0.0,0.14108452567,0.0566309967536,0.21369812589,11.7357969793,0.0,0.0,82,87
